unitid,school,year,state,admitRate,yield,applications,admissions,enrollments,avgSAT75,ACTcomposite75
100858,Auburn University,2016,Alabama,0.81,0.31,18256,14704,4529,630,30
104151,Arizona State University-Tempe,2016,Arizona,0.83,0.4,24764,20431,8230,640,28
104179,University of Arizona,2016,Arizona,0.79,0.27,36166,28433,7753,NA,NA
106397,University of Arkansas,2016,Arkansas,0.63,0.36,21539,13613,4967,610,29
110635,University of California-Berkeley,2016,California,0.17,0.44,82561,13975,6182,770,34
110662,University of California-Los Angeles,2016,California,0.18,0.37,97112,17473,6545,735,33
123961,University of Southern California,2016,California,0.17,0.34,54280,9022,3068,750,33
126614,University of Colorado Boulder,2016,Colorado,0.77,0.25,34047,26087,6439,655,30
134097,Florida State University,2016,Florida,0.58,0.37,29027,16840,6282,640,29
134130,University of Florida,2016,Florida,0.46,0.49,30118,13836,6842,685,31
135726,University of Miami,2016,Florida,0.38,0.17,32528,12267,2066,695,32
139755,Georgia Institute of Technology-Main Campus,2016,Georgia,0.26,0.37,30528,7868,2877,750,34
139959,University of Georgia,2016,Georgia,0.54,0.44,22694,12232,5433,670,31
145637,University of Illinois at Urbana-Champaign,2016,Illinois,0.6,0.33,38093,22881,7592,740,32
147767,Northwestern University,2016,Illinois,0.11,0.53,35100,3743,1985,780,34
151351,Indiana University-Bloomington,2016,Indiana,0.79,0.28,34646,27272,7673,645,30
152080,University of Notre Dame,2016,Indiana,0.19,0.56,19505,3654,2046,770,35
153603,Iowa State University,2016,Iowa,0.87,0.37,19433,17002,6325,635,28
153658,University of Iowa,2016,Iowa,0.84,0.24,28494,23967,5643,660,28
155317,University of Kansas,2016,Kansas,0.93,0.3,15015,13965,4233,NA,29
155399,Kansas State University,2016,Kansas,0.94,0.41,9213,8667,3581,NA,NA
157085,University of Kentucky,2016,Kentucky,0.91,0.28,20480,18593,5117,625,29
157289,University of Louisville,2016,Kentucky,0.73,0.38,10404,7550,2883,NA,29
159391,Louisiana State University and Agricultural & Mechanical College,2016,Louisiana,0.76,0.4,18122,13843,5475,625,28
163286,University of Maryland-College Park,2016,Maryland,0.48,0.31,30291,14557,4551,710,33
164924,Boston College,2016,Massachusetts,0.31,0.26,28956,9017,2359,730,33
170976,University of Michigan-Ann Arbor,2016,Michigan,0.29,0.42,55504,15871,6689,750,33
171100,Michigan State University,2016,Michigan,0.66,0.33,37480,24641,8190,630,29
174066,University of Minnesota-Twin Cities,2016,Minnesota,0.44,0.27,49129,21820,5880,725,31
176017,University of Mississippi,2016,Mississippi,0.78,0.28,17918,14029,3964,615,29
176080,Mississippi State University,2016,Mississippi,0.56,0.46,14012,7801,3624,NA,28
178396,University of Missouri-Columbia,2016,Missouri,0.75,0.3,21107,15767,4772,645,29
181464,University of Nebraska-Lincoln,2016,Nebraska,0.75,0.58,11193,8425,4860,640,28
186380,Rutgers University-New Brunswick,2016,New Jersey,0.57,0.31,36677,20884,6466,675,NA
196413,Syracuse University,2016,New York,0.52,0.23,30923,16179,3712,645,29
198419,Duke University,2016,North Carolina,0.11,0.5,31671,3430,1723,785,34
199120,University of North Carolina at Chapel Hill,2016,North Carolina,0.27,0.45,34889,9400,4228,710,33
199193,North Carolina State University at Raleigh,2016,North Carolina,0.48,0.35,26451,12568,4388,675,31
199847,Wake Forest University,2016,North Carolina,0.3,0.31,14006,4249,1306,NA,NA
204796,Ohio State University-Main Campus,2016,Ohio,0.54,0.33,44845,24265,7938,705,31
207388,Oklahoma State University-Main Campus,2016,Oklahoma,0.75,0.43,13055,9729,4161,600,27
207500,University of Oklahoma-Norman Campus,2016,Oklahoma,0.71,0.41,14391,10194,4198,672.5,29
209542,Oregon State University,2016,Oregon,0.77,0.34,14595,11308,3814,620,28
209551,University of Oregon,2016,Oregon,0.78,0.24,21821,16992,4041,610,27
214777,Pennsylvania State University-Main Campus,2016,Pennsylvania,0.56,0.28,52974,29878,8499,650,29
215293,University of Pittsburgh-Pittsburgh Campus,2016,Pennsylvania,0.55,0.24,29175,16165,3954,690,32
217882,Clemson University,2016,South Carolina,0.51,0.31,23506,11881,3684,670,31
218663,University of South Carolina-Columbia,2016,South Carolina,0.68,0.3,25057,17073,5110,650,30
221759,The University of Tennessee-Knoxville,2016,Tennessee,0.77,0.36,17583,13578,4851,625,30
221999,Vanderbilt University,2016,Tennessee,0.11,0.46,32442,3487,1601,795,35
223232,Baylor University,2016,Texas,0.4,0.25,34636,13758,3503,655,30
228723,Texas A & M University-College Station,2016,Texas,0.67,0.43,34780,23361,10142,655,30
228778,The University of Texas at Austin,2016,Texas,0.4,0.45,47511,19182,8719,705,32
228875,Texas Christian University,2016,Texas,0.38,0.25,19972,7506,1888,640,30
229115,Texas Tech University,2016,Texas,0.63,0.33,23311,14592,4762,600,27
230764,University of Utah,2016,Utah,0.76,0.33,14308,10934,3601,650,27
233921,Virginia Polytechnic Institute and State University,2016,Virginia,0.71,0.33,25000,17718,5929,660,NA
234076,University of Virginia-Main Campus,2016,Virginia,0.3,0.38,32377,9668,3683,730,33
236939,Washington State University,2016,Washington,0.72,0.27,23223,16731,4527,582.5,26
236948,University of Washington-Seattle Campus,2016,Washington,0.45,0.33,43517,19733,6475,685,32
238032,West Virginia University,2016,West Virginia,0.76,0.31,21558,16411,5124,565,26
240444,University of Wisconsin-Madison,2016,Wisconsin,0.53,0.37,32839,17281,6430,710,31
243744,Stanford University,2016,California,0.05,0.82,43997,2118,1739,790,35
243780,Purdue University-Main Campus,2016,Indiana,0.56,0.27,49007,27427,7399,660,31
100751,The University of Alabama,2017,Alabama,0.53,0.36,38129,20321,7407,640,32
100858,Auburn University,2017,Alabama,0.84,0.32,18072,15168,4836,655,30
104151,Arizona State University-Tempe,2017,Arizona,0.84,0.39,24127,20302,7874,675,29
104179,University of Arizona,2017,Arizona,0.84,0.26,33608,28089,7360,NA,NA
106397,University of Arkansas,2017,Arkansas,0.66,0.35,21715,14324,5066,640,29
110635,University of California-Berkeley,2017,California,0.17,0.44,85044,14549,6379,740,34
110662,University of California-Los Angeles,2017,California,0.16,0.37,102225,16456,6038,725,34
123961,University of Southern California,2017,California,0.16,0.37,56676,9042,3358,750,34
126614,University of Colorado Boulder,2017,Colorado,0.8,0.23,36148,28861,6569,670,30
134097,Florida State University,2017,Florida,0.49,0.38,35334,17381,6523,665,30
134130,University of Florida,2017,Florida,0.42,0.47,32747,13758,6428,700,32
135726,University of Miami,2017,Florida,0.36,0.2,30638,10939,2212,710,32
139755,Georgia Institute of Technology-Main Campus,2017,Georgia,0.23,0.39,31497,7369,2861,760,34
139959,University of Georgia,2017,Georgia,0.54,0.45,24165,13052,5826,685,31
145637,University of Illinois at Urbana-Champaign,2017,Illinois,0.62,0.31,38965,23974,7518,750,32
147767,Northwestern University,2017,Illinois,0.09,0.55,37259,3442,1903,780,34
151351,Indiana University-Bloomington,2017,Indiana,0.76,0.25,41939,31878,8001,675,31
152080,University of Notre Dame,2017,Indiana,0.19,0.55,19564,3702,2051,760,34
153603,Iowa State University,2017,Iowa,0.89,0.35,19262,17208,5944,705,28
153658,University of Iowa,2017,Iowa,0.86,0.21,27734,23862,5027,685,28
155317,University of Kansas,2017,Kansas,0.93,0.31,14538,13576,4153,NA,28
155399,Kansas State University,2017,Kansas,0.94,0.42,8517,8016,3350,NA,NA
157085,University of Kentucky,2017,Kentucky,0.96,0.27,18925,18125,4855,665,28
157289,University of Louisville,2017,Kentucky,0.75,0.34,10987,8273,2796,645,28
159391,Louisiana State University and Agricultural & Mechanical College,2017,Louisiana,0.74,0.37,17907,13236,4917,645,28
163286,University of Maryland-College Park,2017,Maryland,0.45,0.28,33922,15096,4156,735,33
164924,Boston College,2017,Massachusetts,0.32,0.26,28454,9223,2412,745,33
170976,University of Michigan-Ann Arbor,2017,Michigan,0.27,0.43,59886,15871,6879,750,33
171100,Michigan State University,2017,Michigan,0.72,0.32,36143,25860,8366,660,28
174066,University of Minnesota-Twin Cities,2017,Minnesota,0.5,0.29,43731,21692,6201,740,31
176017,University of Mississippi,2017,Mississippi,0.84,0.25,17416,14614,3694,645,29
176080,Mississippi State University,2017,Mississippi,0.62,0.39,13973,8719,3435,NA,28
178396,University of Missouri-Columbia,2017,Missouri,0.78,0.32,16367,12781,4134,675,29
181464,University of Nebraska-Lincoln,2017,Nebraska,0.64,0.51,14947,9623,4905,690,29
186380,Rutgers University-New Brunswick,2017,New Jersey,0.58,0.28,38384,22186,6268,700,31
196413,Syracuse University,2017,New York,0.47,0.24,33099,15517,3649,675,30
198419,Duke University,2017,North Carolina,0.1,0.54,33077,3261,1748,770,35
199120,University of North Carolina at Chapel Hill,2017,North Carolina,0.24,0.45,39650,9673,4356,730,33
199193,North Carolina State University at Raleigh,2017,North Carolina,0.51,0.35,26980,13856,4797,695,31
199847,Wake Forest University,2017,North Carolina,0.28,0.37,13071,3604,1349,NA,NA
204796,Ohio State University-Main Campus,2017,Ohio,0.48,0.31,47782,22964,7209,725,31
207388,Oklahoma State University-Main Campus,2017,Oklahoma,0.74,0.42,13635,10128,4220,630,28
207500,University of Oklahoma-Norman Campus,2017,Oklahoma,0.74,0.39,15579,11529,4473,690,29
209542,Oregon State University,2017,Oregon,0.79,0.33,14888,11738,3819,650,28
209551,University of Oregon,2017,Oregon,0.83,0.23,20317,16824,3938,635,28
214777,Pennsylvania State University-Main Campus,2017,Pennsylvania,0.5,0.28,56114,28233,7863,670,30
215293,University of Pittsburgh-Pittsburgh Campus,2017,Pennsylvania,0.6,0.24,27679,16528,4019,709,32
217882,Clemson University,2017,South Carolina,0.47,0.29,26242,12380,3650,695,31
218663,University of South Carolina-Columbia,2017,South Carolina,0.72,0.31,26015,18811,5879,665,30
221759,The University of Tennessee-Knoxville,2017,Tennessee,0.77,0.34,18872,14526,4895,655,30
221999,Vanderbilt University,2017,Tennessee,0.11,0.47,31462,3415,1607,785,35
223232,Baylor University,2017,Texas,0.39,0.23,37083,14442,3320,680,31
228723,Texas A & M University-College Station,2017,Texas,0.71,0.45,36669,25866,11639,680,30
228778,The University of Texas at Austin,2017,Texas,0.36,0.45,51033,18620,8381,730,33
228875,Texas Christian University,2017,Texas,0.41,0.24,19740,8110,1955,665,30
229115,Texas Tech University,2017,Texas,0.69,0.34,25207,17438,5883,620,27
230764,University of Utah,2017,Utah,0.66,0.28,22400,14818,4119,675,29
233921,Virginia Polytechnic Institute and State University,2017,Virginia,0.7,0.36,27423,19212,6836,680,30
234076,University of Virginia-Main Campus,2017,Virginia,0.27,0.38,36779,10058,3788,750,33
236939,Washington State University,2017,Washington,0.73,0.28,22565,16487,4612,610,26
236948,University of Washington-Seattle Campus,2017,Washington,0.46,0.33,44877,20833,6793,710,32
238032,West Virginia University,2017,West Virginia,0.72,0.35,20594,14807,5225,605,27
240444,University of Wisconsin-Madison,2017,Wisconsin,0.54,0.35,35596,19153,6609,725,31
243744,Stanford University,2017,California,0.05,0.82,44073,2085,1700,770,35
243780,Purdue University-Main Campus,2017,Indiana,0.57,0.27,49354,28363,7728,690,31
100751,The University of Alabama,2018,Alabama,0.59,0.3,37302,22032,6663,640,31
100858,Auburn University,2018,Alabama,0.75,0.31,20742,15645,4783,655,30
104151,Arizona State University-Tempe,2018,Arizona,0.85,0.39,26869,22779,8861,680,29
104179,University of Arizona,2018,Arizona,0.84,0.23,39941,33717,7750,655,28
106397,University of Arkansas,2018,Arkansas,0.77,0.35,18732,14512,5008,645,29
110635,University of California-Berkeley,2018,California,0.15,0.45,89607,13301,6012,765,35
110662,University of California-Los Angeles,2018,California,0.14,0.39,113754,15970,6240,760,34
123961,University of Southern California,2018,California,0.13,0.41,64352,8339,3401,765,34
126614,University of Colorado Boulder,2018,Colorado,0.82,0.22,36604,29848,6700,680,31
134097,Florida State University,2018,Florida,0.37,0.34,50314,18504,6324,675,30
134130,University of Florida,2018,Florida,0.39,0.45,38905,15077,6801,720,32
135726,University of Miami,2018,Florida,0.32,0.21,34281,11021,2367,715,32
139755,Georgia Institute of Technology-Main Campus,2018,Georgia,0.22,0.41,35644,7673,3146,770,34
139959,University of Georgia,2018,Georgia,0.49,0.45,26164,12723,5727,705,32
145637,University of Illinois at Urbana-Champaign,2018,Illinois,0.62,0.31,39406,24496,7609,730,32
147767,Northwestern University,2018,Illinois,0.08,0.56,40425,3422,1931,775,35
151351,Indiana University-Bloomington,2018,Indiana,0.77,0.24,44169,33970,8097,680,31
152080,University of Notre Dame,2018,Indiana,0.18,0.57,20371,3608,2070,775,35
153603,Iowa State University,2018,Iowa,0.91,0.35,18855,17082,6047,667,28
153658,University of Iowa,2018,Iowa,0.83,0.22,26706,22077,4806,665,28
155317,University of Kansas,2018,Kansas,0.92,0.31,14752,13529,4164,NA,29
155399,Kansas State University,2018,Kansas,0.93,0.43,8685,8112,3467,NA,NA
157085,University of Kentucky,2018,Kentucky,0.94,0.28,19324,18258,5077,650,29
157289,University of Louisville,2018,Kentucky,0.72,0.29,13851,10032,2932,645,29
159391,Louisiana State University and Agricultural & Mechanical College,2018,Louisiana,0.74,0.32,24280,18024,5812,645,29
163286,University of Maryland-College Park,2018,Maryland,0.47,0.3,33497,15796,4748,735,33
164924,Boston College,2018,Massachusetts,0.28,0.27,31084,8669,2327,745,34
170976,University of Michigan-Ann Arbor,2018,Michigan,0.23,0.45,64917,14818,6695,755,34
171100,Michigan State University,2018,Michigan,0.78,0.34,33129,25733,8688,655,29
174066,University of Minnesota-Twin Cities,2018,Minnesota,0.52,0.27,43444,22525,5977,740,31
176017,University of Mississippi,2018,Mississippi,0.88,0.25,15371,13535,3421,635,29
176080,Mississippi State University,2018,Mississippi,0.57,0.36,17381,9893,3565,665,29
178396,University of Missouri-Columbia,2018,Missouri,0.78,0.32,18948,14750,4673,645,29
181464,University of Nebraska-Lincoln,2018,Nebraska,0.8,0.4,14956,11906,4816,680,29
186380,Rutgers University-New Brunswick,2018,New Jersey,0.6,0.28,41348,24854,7036,705,31
196413,Syracuse University,2018,New York,0.5,0.21,34981,17443,3599,685,30
198419,Duke University,2018,North Carolina,0.09,0.55,35786,3189,1745,785,35
199120,University of North Carolina at Chapel Hill,2018,North Carolina,0.23,0.45,41939,9525,4327,740,33
199193,North Carolina State University at Raleigh,2018,North Carolina,0.47,0.35,30350,14219,4952,695,31
199847,Wake Forest University,2018,North Carolina,0.29,0.37,12937,3803,1421,NA,NA
204796,Ohio State University-Main Campus,2018,Ohio,0.52,0.32,48077,24988,7944,725,32
207388,Oklahoma State University-Main Campus,2018,Oklahoma,0.74,0.39,14405,10629,4166,640,28
207500,University of Oklahoma-Norman Campus,2018,Oklahoma,0.78,0.36,15811,12283,4385,675,29
209542,Oregon State University,2018,Oregon,0.81,0.31,14890,12006,3674,655,28
209551,University of Oregon,2018,Oregon,0.83,0.2,24474,20404,4168,645,28
214777,Pennsylvania State University-Main Campus,2018,Pennsylvania,0.56,0.27,52742,29793,8075,680,30
215293,University of Pittsburgh-Pittsburgh Campus,2018,Pennsylvania,0.59,0.23,29857,17696,4126,715,33
217882,Clemson University,2018,South Carolina,0.47,0.28,28845,13613,3792,700,32
218663,University of South Carolina-Columbia,2018,South Carolina,0.63,0.3,30889,19480,5854,680,30
221759,The University of Tennessee-Knoxville,2018,Tennessee,0.78,0.33,20457,15912,5215,665,31
221999,Vanderbilt University,2018,Tennessee,0.1,0.49,34313,3298,1602,780,35
223232,Baylor University,2018,Texas,0.39,0.23,37083,14442,3366,685,31
228723,Texas A & M University-College Station,2018,Texas,0.68,0.46,36000,24343,11133,690,31
228778,The University of Texas at Austin,2018,Texas,0.39,0.46,50575,19482,8960,740,33
228875,Texas Christian University,2018,Texas,0.41,0.27,20156,8210,2194,671.5,30
229115,Texas Tech University,2018,Texas,0.71,0.36,24452,17280,6171,620,27
230764,University of Utah,2018,Utah,0.67,0.28,23096,15441,4256,675,29
233921,Virginia Polytechnic Institute and State University,2018,Virginia,0.65,0.3,31936,20709,6285,695,31
234076,University of Virginia-Main Campus,2018,Virginia,0.26,0.39,37182,9828,3822,750,34
236939,Washington State University,2018,Washington,0.77,0.29,22773,17579,5164,605,26
236948,University of Washington-Seattle Campus,2018,Washington,0.49,0.32,45907,22350,7161,730,32
238032,West Virginia University,2018,West Virginia,0.82,0.31,18639,15211,4732,620,27
240444,University of Wisconsin-Madison,2018,Wisconsin,0.52,0.31,42727,22104,6862,725,32
243744,Stanford University,2018,California,0.04,0.82,47452,2071,1697,785,35
243780,Purdue University-Main Campus,2018,Indiana,0.58,0.27,53722,31146,8491,705,32
100751,The University of Alabama,2019,Alabama,0.83,0.21,38505,31835,6764,670,31
100858,Auburn University,2019,Alabama,0.81,0.29,20205,16300,4808,660,31
104151,Arizona State University-Tempe,2019,Arizona,0.86,0.34,34188,29562,10044,680,28
104179,University of Arizona,2019,Arizona,0.85,0.22,40854,34558,7683,680,29
106397,University of Arkansas,2019,Arkansas,0.77,0.33,17913,13809,4605,650,30
110635,University of California-Berkeley,2019,California,0.16,0.45,87847,14278,6455,765,35
110662,University of California-Los Angeles,2019,California,0.12,0.43,111321,13720,5920,765,35
123961,University of Southern California,2019,California,0.11,0.42,66198,7558,3168,765,34
126614,University of Colorado Boulder,2019,Colorado,0.78,0.22,40677,31872,7113,680,31
134097,Florida State University,2019,Florida,0.36,0.34,58936,21202,7106,670,30
134130,University of Florida,2019,Florida,0.37,0.47,38069,13925,6554,735,33
135726,University of Miami,2019,Florida,0.27,0.21,38920,10558,2204,720,32
139755,Georgia Institute of Technology-Main Campus,2019,Georgia,0.21,0.41,36856,7584,3076,755,34
139959,University of Georgia,2019,Georgia,0.45,0.41,29285,13265,5499,710,32
145637,University of Illinois at Urbana-Champaign,2019,Illinois,0.59,0.3,43509,25684,7665,735,32
147767,Northwestern University,2019,Illinois,0.09,0.55,40585,3673,2006,775,35
151351,Indiana University-Bloomington,2019,Indiana,0.78,0.25,42902,33425,8291,680,31
152080,University of Notre Dame,2019,Indiana,0.16,0.58,22200,3515,2051,775,35
153603,Iowa State University,2019,Iowa,0.92,0.33,18246,16796,5597,670,28
153658,University of Iowa,2019,Iowa,0.83,0.23,25928,21404,4986,670,29
155317,University of Kansas,2019,Kansas,0.93,0.29,15093,14052,4125,NA,29
155399,Kansas State University,2019,Kansas,0.95,0.41,8277,7894,3202,NA,NA
157085,University of Kentucky,2019,Kentucky,0.96,0.3,18759,17981,5348,660,29
157289,University of Louisville,2019,Kentucky,0.69,0.27,14760,10226,2803,645,29
159391,Louisiana State University and Agricultural & Mechanical College,2019,Louisiana,0.75,0.34,24501,18272,6132,655,29
163286,University of Maryland-College Park,2019,Maryland,0.44,0.29,33012,14585,4279,735,34
164924,Boston College,2019,Massachusetts,0.27,0.24,35552,9679,2297,750,34
170976,University of Michigan-Ann Arbor,2019,Michigan,0.23,0.46,64972,14883,6830,765,34
171100,Michigan State University,2019,Michigan,0.71,0.28,44322,31522,8801,660,29
174066,University of Minnesota-Twin Cities,2019,Minnesota,0.57,0.27,40673,23076,6278,740,31
176017,University of Mississippi,2019,Mississippi,0.88,0.23,16253,14325,3232,625,29
176080,Mississippi State University,2019,Mississippi,0.54,0.35,18340,9878,3500,640,30
178396,University of Missouri-Columbia,2019,Missouri,0.81,0.34,20015,16158,5431,670,29
181464,University of Nebraska-Lincoln,2019,Nebraska,0.78,0.36,16829,13165,4775,680,28
186380,Rutgers University-New Brunswick,2019,New Jersey,0.61,0.29,41286,25277,7315,715,32
196413,Syracuse University,2019,New York,0.44,0.23,35299,15664,3660,690,30
198419,Duke University,2019,North Carolina,0.08,0.54,41947,3187,1731,785,35
199120,University of North Carolina at Chapel Hill,2019,North Carolina,0.23,0.44,42465,9610,4182,750,33
199193,North Carolina State University at Raleigh,2019,North Carolina,0.45,0.35,31130,14050,4873,710,32
199847,Wake Forest University,2019,North Carolina,0.3,0.37,12559,3717,1360,NA,NA
204796,Ohio State University-Main Campus,2019,Ohio,0.54,0.3,47703,25634,7716,730,32
207388,Oklahoma State University-Main Campus,2019,Oklahoma,0.7,0.39,15277,10691,4200,640,28
207500,University of Oklahoma-Norman Campus,2019,Oklahoma,0.8,0.36,15673,12603,4523,655,29
209542,Oregon State University,2019,Oregon,0.82,0.26,15786,12996,3423,660,28
209551,University of Oregon,2019,Oregon,0.82,0.2,27209,22256,4525,655,28
214777,Pennsylvania State University-Main Campus,2019,Pennsylvania,0.76,0.22,95970,72880,15989,655,30
215293,University of Pittsburgh-Pittsburgh Campus,2019,Pennsylvania,0.57,0.22,32091,18180,4026,720,33
217882,Clemson University,2019,South Carolina,0.51,0.26,29070,14900,3932,700,32
218663,University of South Carolina-Columbia,2019,South Carolina,0.69,0.29,31268,21464,6286,685,31
221759,The University of Tennessee-Knoxville,2019,Tennessee,0.79,0.31,21764,17160,5254,665,30
221999,Vanderbilt University,2019,Tennessee,0.09,0.47,37310,3402,1604,780,35
223232,Baylor University,2019,Texas,0.45,0.21,34582,15676,3307,690,32
228723,Texas A & M University-College Station,2019,Texas,0.58,0.43,42476,24549,10613,695,31
228778,The University of Texas at Austin,2019,Texas,0.32,0.48,53525,17029,8170,740,33
228875,Texas Christian University,2019,Texas,0.47,0.24,19028,8966,2159,675,31
229115,Texas Tech University,2019,Texas,0.69,0.35,25384,17493,6145,630,27
230764,University of Utah,2019,Utah,0.62,0.28,24404,15159,4249,690,29
233921,Virginia Polytechnic Institute and State University,2019,Virginia,0.7,0.34,31974,22393,7651,695,31
234076,University of Virginia-Main Campus,2019,Virginia,0.24,0.4,40839,9778,3920,760,34
236939,Washington State University,2019,Washington,0.76,0.3,21434,16247,4812,615,26
236948,University of Washington-Seattle Campus,2019,Washington,0.52,0.3,45579,23592,6992,735,33
238032,West Virginia University,2019,West Virginia,0.84,0.32,18202,15340,4949,615,27
240444,University of Wisconsin-Madison,2019,Wisconsin,0.54,0.32,43896,23886,7550,740,32
243744,Stanford University,2019,California,0.04,0.82,47498,2062,1698,785,35
243780,Purdue University-Main Campus,2019,Indiana,0.6,0.25,55311,33093,8195,720,32
